,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,1,0,0,0,2,0,2,0.0,0.0,0.2222222222222222,0.0,0.05582865079541072,0.5
node_1,1,0,0,0,2,1,1,1.0,0.0,0.1111111111111111,0.1111111111111111,0.0837614278331472,0.5
node_2,1,0,0,0,2,2,0,,0.0,0.0,0.2222222222222222,0.14654755637209127,0.5
node_3,1,0,0,0,2,0,2,0.0,0.0,0.2222222222222222,0.0,0.05582865079541072,0.5
node_4,1,0,0,0,2,1,1,1.0,0.0,0.1111111111111111,0.1111111111111111,0.18238267855344306,0.5
node_5,1,0,0,0,2,2,0,,0.0,0.0,0.2222222222222222,0.13175249705222397,0.5
node_6,1,0,0,0,2,2,0,,0.0,0.0,0.2222222222222222,0.14620651982549254,0.5
node_7,1,0,0,0,2,1,1,1.0,0.0,0.1111111111111111,0.1111111111111111,0.08603471718195928,0.5
node_8,1,0,0,0,2,0,2,0.0,0.0,0.2222222222222222,0.0,0.05582865079541072,0.5
node_9,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.05582865079541072,0.0
