,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.02781609915417048,0
node_1,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.12257161600016389,0
node_2,0,0,1,0,3,0,3,0.0,0.0,0.3333333333333333,0.0,0.08547009560580142,0
node_3,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.17867209363406286,0
node_4,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,-0.006737663020038344,0
node_5,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.07795362629763351,0
node_6,0,0,1,0,3,0,3,0.0,0.0,0.3333333333333333,0.0,0.08547009560580142,0
node_7,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.257843845510802,0
node_8,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.08547009560580142,0
node_9,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.08547009560580142,0
