,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,1,1,1,1,7,4,3,1.3333333333333333,0.06712962962962962,0.5470085470085471,0.5625,0.1,0.35
node_1,1,1,1,1,9,4,5,0.8,0.12037037037037035,0.6464646464646464,0.6428571428571429,0.1,0.29411764705882354
node_2,1,1,1,1,6,4,2,2.0,0.027777777777777776,0.47407407407407404,0.5625,0.1,0.34615384615384615
node_3,1,1,1,1,7,4,3,1.3333333333333333,0.05555555555555555,0.5470085470085471,0.6428571428571429,0.1,0.4
node_4,1,1,1,1,8,4,4,1.0,0.07407407407407407,0.5925925925925926,0.6,0.1,0.3148148148148148
node_5,1,1,0,1,8,3,5,0.6,0.037037037037037035,0.6464646464646464,0.6,0.1,0.40384615384615385
node_6,1,0,1,1,5,0,5,0.0,0.0,0.6923076923076923,0.0,0.1,0.45
node_7,1,1,0,1,6,5,1,5.0,0.011574074074074072,0.4183006535947712,0.6923076923076923,0.1,0.5
node_8,1,1,0,1,10,4,6,0.6666666666666666,0.28009259259259256,0.7111111111111111,0.6428571428571429,0.1,0.34523809523809523
node_9,1,1,0,1,6,4,2,2.0,0.02083333333333333,0.4444444444444444,0.6428571428571429,0.1,0.5714285714285714
