,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,1,0,0,1,6,4,2,2.0,0.17824074074074073,0.45,0.6,0.1,0.3
node_1,1,1,0,1,6,4,2,2.0,0.10416666666666666,0.4090909090909091,0.6428571428571429,0.1,0.35714285714285715
node_2,1,1,0,1,8,2,6,0.3333333333333333,0.17939814814814814,0.75,0.42857142857142855,0.1,0.2222222222222222
node_3,1,1,0,1,6,4,2,2.0,0.2083333333333333,0.4090909090909091,0.6,0.1,0.25
node_4,1,1,0,1,6,3,3,1.0,0.18518518518518517,0.5294117647058824,0.45,0.1,0.19230769230769232
node_5,1,0,0,1,5,3,2,1.5,0.03587962962962962,0.375,0.5,0.1,0.35
node_6,1,1,0,1,5,2,3,0.6666666666666666,0.16666666666666666,0.5,0.5,0.1,0.2777777777777778
node_7,1,1,0,1,5,1,4,0.25,0.09375,0.6428571428571429,0.32142857142857145,0.1,0.16666666666666666
node_8,0,1,0,1,4,2,2,1.0,0.026620370370370367,0.42857142857142855,0.42857142857142855,0.1,0.0
node_9,1,1,0,1,5,3,2,1.5,0.18287037037037035,0.5,0.5,0.1,0.125
