,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,1,0,1,1,5,3,2,1.5,0.08148148148148147,0.5,0.5625,0.1,0.35
node_1,1,1,0,1,10,3,7,0.42857142857142855,0.14050925925925925,0.8181818181818182,0.5294117647058824,0.1,0.27380952380952384
node_2,1,0,0,1,4,2,2,1.0,0.01087962962962963,0.45,0.47368421052631576,0.1,0.25
node_3,1,1,0,1,8,4,4,1.0,0.16597222222222222,0.6428571428571429,0.6428571428571429,0.1,0.3269230769230769
node_4,1,1,0,1,7,5,2,2.5,0.08472222222222221,0.5,0.6923076923076923,0.1,0.325
node_5,1,1,0,1,9,4,5,0.8,0.1310185185185185,0.6428571428571429,0.6,0.1,0.4142857142857143
node_6,1,0,1,1,6,3,3,1.0,0.06412037037037036,0.5625,0.5625,0.1,0.4666666666666667
node_7,1,1,1,1,10,6,4,1.5,0.16898148148148148,0.6428571428571429,0.75,0.1,0.38372093023255816
node_8,1,1,0,1,4,2,2,1.0,0.016666666666666666,0.5294117647058824,0.5,0.1,0.7
node_9,1,1,1,0,7,3,4,0.75,0.052314814814814814,0.6428571428571429,0.5625,0.1,0.5
