,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.10565923790828159,0
node_1,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.1270944971196409,0
node_2,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.12784604378804815,0
node_3,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.05393012557822813,0
node_4,0,0,1,0,4,0,4,0.0,0.0,0.4444444444444444,0.0,0.08547009560580145,0
node_5,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.23503317354288544,0
node_6,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.06676895859119363,0
node_7,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.027393458953271083,0
node_8,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.08533431330684865,0
node_9,0,0,1,0,4,0,4,0.0,0.0,0.4444444444444444,0.0,0.08547009560580145,0
