,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,1,0,1,1,5,1,4,0.25,0.009259259259259259,0.45,0.23076923076923078,0.1,0.35
node_1,1,0,1,1,4,3,1,3.0,0.027777777777777776,0.3103448275862069,0.5,0.1,0.4166666666666667
node_2,1,0,1,1,7,1,6,0.16666666666666666,0.15277777777777776,0.6923076923076923,0.2571428571428571,0.1,0.2857142857142857
node_3,1,1,1,0,7,3,4,0.75,0.412037037037037,0.6,0.45,0.1,0.21052631578947367
node_4,1,1,1,1,7,4,3,1.3333333333333333,0.2638888888888889,0.34615384615384615,0.6,0.1,0.10526315789473684
node_5,1,0,1,1,5,4,1,4.0,0.1111111111111111,0.3333333333333333,0.6,0.1,0.35
node_6,1,1,1,1,6,4,2,2.0,0.4305555555555555,0.45,0.6,0.1,0.2857142857142857
node_7,0,1,0,0,2,1,1,1.0,0.0,0.2647058823529412,0.391304347826087,0.1,0.0
node_8,1,1,1,0,6,4,2,2.0,0.23148148148148143,0.4090909090909091,0.6,0.1,0.25
node_9,1,1,0,1,3,1,2,0.5,0.20833333333333331,0.5294117647058824,0.32142857142857145,0.1,0.5
