,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,1,0,0,0,2,1,1,1.0,0.0,0.1111111111111111,0.1111111111111111,0.13923049628191483,0.5
node_1,1,0,0,0,2,0,2,0.0,0.0,0.2222222222222222,0.0,0.06484904912789571,0.5
node_2,1,0,0,0,2,2,0,,0.0,0.0,0.2222222222222222,0.1639353272859802,0.5
node_3,1,0,0,0,2,0,2,0.0,0.0,0.2222222222222222,0.0,0.06484904912789571,0.5
node_4,1,0,0,0,2,2,0,,0.0,0.0,0.2222222222222222,0.1708320718017098,0.5
node_5,1,0,0,0,2,1,1,1.0,0.0,0.1111111111111111,0.1111111111111111,0.09325027076504029,0.5
node_6,1,0,0,0,2,0,2,0.0,0.0,0.2222222222222222,0.0,0.06484904912789571,0.5
node_7,1,0,0,0,2,2,0,,0.0,0.0,0.2222222222222222,0.18684187672644237,0.5
node_8,1,0,0,0,2,1,1,1.0,0.0,0.1111111111111111,0.1111111111111111,-0.013486239372670093,0.5
node_9,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.06484904912789571,0.0
