,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,-0.05019484653206041,0
node_1,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,-0.1365125584500451,0
node_2,0,0,1,0,3,0,3,0.0,0.0,0.3333333333333333,0.0,0.08547009560580146,0
node_3,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.5157672137705029,0
node_4,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.053723517699131584,0
node_5,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.13242853752406267,0
node_6,0,0,1,0,4,0,4,0.0,0.0,0.4444444444444444,0.0,0.08547009560580146,0
node_7,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.09280735887746654,0
node_8,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.13557049029353804,0
node_9,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.08547009560580146,0
