,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,-0.0066468210150592046,0
node_1,0,0,1,0,4,0,4,0.0,0.0,0.4444444444444444,0.0,0.08547009560580146,0
node_2,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.20477972943356038,0
node_3,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.10336683568283443,0
node_4,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.11303016029286324,0
node_5,0,0,1,0,4,0,4,0.0,0.0,0.4444444444444444,0.0,0.08547009560580146,0
node_6,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.14260196706287526,0
node_7,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.052370050850361186,0
node_8,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.23104057318489277,0
node_9,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,-0.01148268670393042,0
