,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.13929771474698416,0
node_1,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,-0.16646055616907166,0
node_2,0,0,1,0,3,0,3,0.0,0.0,0.3333333333333333,0.0,0.08547009560580145,0
node_3,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.3562226502104849,0
node_4,0,0,1,0,3,0,3,0.0,0.0,0.3333333333333333,0.0,0.08547009560580145,0
node_5,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.028482688745588933,0
node_6,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.13599233683166953,0
node_7,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.16458478321113887,0
node_8,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.08547009560580145,0
node_9,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.08547009560580145,0
