,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,1,1,0,1,6,3,3,1.0,0.2638888888888889,0.4188034188034188,0.362962962962963,0.1,0.14285714285714285
node_1,0,1,0,1,3,2,1,2.0,0.18055555555555555,0.28654970760233917,0.4188034188034188,0.1,0.0
node_2,1,0,0,1,2,1,1,1.0,0.0,0.30246913580246915,0.30246913580246915,0.1,0.5
node_3,1,1,0,1,4,3,1,3.0,0.08333333333333333,0.1111111111111111,0.42857142857142855,0.1,0.3
node_4,1,1,0,0,3,2,1,2.0,0.0,0.1111111111111111,0.3333333333333333,0.1,0.5
node_5,1,0,0,1,5,3,2,1.5,0.2569444444444444,0.362962962962963,0.3888888888888889,0.1,0.15
node_6,1,1,0,1,5,3,2,1.5,0.21527777777777776,0.28654970760233917,0.4537037037037037,0.1,0.1111111111111111
node_7,1,1,0,0,3,2,1,2.0,0.0,0.2177777777777778,0.3402777777777778,0.1,0.5
node_8,1,1,0,1,5,1,4,0.25,0.020833333333333332,0.6428571428571429,0.1111111111111111,0.1,0.2222222222222222
node_9,1,1,0,1,6,1,5,0.2,0.034722222222222224,0.6923076923076923,0.1111111111111111,0.1,0.21428571428571427
