,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,0,1,0,0,4,2,2,1.0,0.037037037037037035,0.45,0.45,0.1,0.0
node_1,0,1,0,0,6,3,3,1.0,0.11574074074074071,0.47368421052631576,0.5,0.1,0.0
node_2,1,1,0,1,3,1,2,0.5,0.1111111111111111,0.47368421052631576,0.45,0.1,0.5
node_3,1,1,1,0,10,6,4,1.5,0.5393518518518517,0.6428571428571429,0.75,0.1,0.13095238095238096
node_4,1,1,0,0,5,2,3,0.6666666666666666,0.09027777777777778,0.5294117647058824,0.5625,0.1,0.25
node_5,1,1,0,0,6,3,3,1.0,0.19444444444444442,0.5294117647058824,0.5625,0.1,0.23076923076923078
node_6,0,0,0,1,2,1,1,1.0,0.05092592592592592,0.42857142857142855,0.4090909090909091,0.1,0.5
node_7,1,0,1,0,3,2,1,2.0,0.0,0.42857142857142855,0.45,0.1,0.5
node_8,1,1,1,1,5,3,2,1.5,0.162037037037037,0.4090909090909091,0.6,0.1,0.1111111111111111
node_9,1,0,1,1,4,1,3,0.3333333333333333,0.0324074074074074,0.5625,0.3333333333333333,0.1,0.3333333333333333
