,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,1,1,0,0,7,4,3,1.3333333333333333,0.20254629629629628,0.5294117647058824,0.6,0.1,0.16666666666666666
node_1,1,0,0,1,4,3,1,3.0,0.0324074074074074,0.391304347826087,0.5625,0.1,0.3333333333333333
node_2,1,1,0,1,7,5,2,2.5,0.13310185185185183,0.47368421052631576,0.6923076923076923,0.1,0.23684210526315788
node_3,1,1,0,1,5,1,4,0.25,0.06944444444444445,0.5625,0.391304347826087,0.1,0.3333333333333333
node_4,1,1,0,1,6,3,3,1.0,0.16898148148148148,0.5625,0.5,0.1,0.2857142857142857
node_5,1,1,0,0,5,3,2,1.5,0.05208333333333333,0.47368421052631576,0.5625,0.1,0.25
node_6,1,1,0,0,8,2,6,0.3333333333333333,0.17476851851851852,0.75,0.47368421052631576,0.1,0.2222222222222222
node_7,1,0,0,1,4,2,2,1.0,0.08564814814814814,0.5294117647058824,0.47368421052631576,0.1,0.4166666666666667
node_8,1,1,0,1,6,3,3,1.0,0.10416666666666666,0.5294117647058824,0.5294117647058824,0.1,0.21428571428571427
node_9,1,1,0,1,6,3,3,1.0,0.12962962962962962,0.5294117647058824,0.5294117647058824,0.1,0.32142857142857145
