,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,1,1,1,1,6,2,4,0.5,0.11805555555555555,0.6,0.4090909090909091,0.1,0.10714285714285714
node_1,0,0,0,1,3,2,1,2.0,0.13194444444444445,0.375,0.47368421052631576,0.1,0.16666666666666666
node_2,1,1,0,1,4,2,2,1.0,0.0625,0.5,0.45,0.1,0.2
node_3,1,0,1,1,3,2,1,2.0,0.09027777777777776,0.42857142857142855,0.42857142857142855,0.1,0.3333333333333333
node_4,1,1,0,1,6,2,4,0.5,0.18055555555555558,0.5625,0.45,0.1,0.19230769230769232
node_5,1,1,1,1,4,3,1,3.0,0.09027777777777776,0.375,0.5294117647058824,0.1,0.1
node_6,1,1,0,1,7,3,4,0.75,0.34027777777777773,0.6428571428571429,0.5,0.1,0.2
node_7,1,0,1,1,5,2,3,0.6666666666666666,0.3263888888888889,0.5294117647058824,0.5,0.1,0.2
node_8,1,0,0,1,3,2,1,2.0,0.06944444444444445,0.3103448275862069,0.42857142857142855,0.1,0.16666666666666666
node_9,1,1,0,0,5,3,2,1.5,0.07638888888888888,0.47368421052631576,0.42857142857142855,0.1,0.375
