,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,1,0,0,0,2,0,2,0.0,0.0,0.2222222222222222,0.0,0.06932945467481828,0.5
node_1,1,0,0,0,2,1,1,1.0,0.0,0.1111111111111111,0.1111111111111111,0.07916030183353123,0.5
node_2,1,0,0,0,2,2,0,,0.0,0.0,0.2222222222222222,0.18571570011178373,0.5
node_3,1,0,0,0,2,0,2,0.0,0.0,0.2222222222222222,0.0,0.06932945467481828,0.5
node_4,1,0,0,0,2,2,0,,0.0,0.0,0.2222222222222222,0.20136836856308923,0.5
node_5,1,0,0,0,2,1,1,1.0,0.0,0.1111111111111111,0.1111111111111111,-0.025183505420879434,0.5
node_6,1,0,0,0,2,2,0,,0.0,0.0,0.2222222222222222,0.18276040090280588,0.5
node_7,1,0,0,0,2,0,2,0.0,0.0,0.2222222222222222,0.0,0.06932945467481828,0.5
node_8,1,0,0,0,2,1,1,1.0,0.0,0.1111111111111111,0.1111111111111111,0.09886091531039679,0.5
node_9,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.06932945467481828,0.0
