,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,1,0,0,0,2,0,2,0.0,0.0,0.2222222222222222,0.0,0.058375481251733044,0.5
node_1,1,0,0,0,2,1,1,1.0,0.0,0.1111111111111111,0.1111111111111111,0.09957410325195888,0.5
node_2,1,0,0,0,2,2,0,,0.0,0.0,0.2222222222222222,0.15143331525136483,0.5
node_3,1,0,0,0,2,0,2,0.0,0.0,0.2222222222222222,0.0,0.058375481251733044,0.5
node_4,1,0,0,0,2,1,1,1.0,0.0,0.1111111111111111,0.1111111111111111,0.14057193559091613,0.5
node_5,1,0,0,0,2,2,0,,0.0,0.0,0.2222222222222222,0.1452826921136963,0.5
node_6,1,0,0,0,2,1,1,1.0,0.0,0.1111111111111111,0.1111111111111111,0.07443060761488117,0.5
node_7,1,0,0,0,2,2,0,,0.0,0.0,0.2222222222222222,0.15520542117025093,0.5
node_8,1,0,0,0,2,0,2,0.0,0.0,0.2222222222222222,0.0,0.058375481251733044,0.5
node_9,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.058375481251733044,0.0
