,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,1,0,1,1,6,3,3,1.0,0.04629629629629629,0.5625,0.4537037037037037,0.0015453252003908395,0.3
node_1,1,1,1,1,9,4,5,0.8,0.2986111111111111,0.6923076923076923,0.5444444444444444,0.02879765435983756,0.25
node_2,1,1,1,1,5,4,1,4.0,0.00810185185185185,0.1111111111111111,0.6428571428571429,0.4047146134744428,0.3333333333333333
node_3,1,1,1,1,6,5,1,5.0,0.020833333333333332,0.1111111111111111,0.6923076923076923,0.4005626601975313,0.14285714285714285
node_4,1,1,1,1,7,4,3,1.3333333333333333,0.09143518518518517,0.5625,0.5444444444444444,0.020259279799796477,0.25
node_5,1,0,1,1,7,2,5,0.4,0.16666666666666666,0.6428571428571429,0.4188034188034188,0.03894498414216044,0.2619047619047619
node_6,1,0,1,1,5,1,4,0.25,0.0162037037037037,0.6428571428571429,0.30246913580246915,0.04016908283016776,0.45
node_7,1,0,1,1,4,1,3,0.3333333333333333,0.003472222222222222,0.6,0.362962962962963,0.024427421813506194,0.3333333333333333
node_8,1,0,1,1,4,2,2,1.0,0.020833333333333332,0.45,0.4188034188034188,0.0067448466286766234,0.25
node_9,1,1,1,1,7,4,3,1.3333333333333333,0.0775462962962963,0.5,0.5444444444444444,0.03383413155349013,0.275
