,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,1,1,1,1,9,4,5,0.8,0.06597222222222222,0.6464646464646464,0.5470085470085471,0.1,0.48484848484848486
node_1,1,1,0,1,7,3,4,0.75,0.06828703703703702,0.5925925925925926,0.5470085470085471,0.1,0.375
node_2,1,1,0,1,8,3,5,0.6,0.059027777777777776,0.6464646464646464,0.5079365079365079,0.1,0.4423076923076923
node_3,1,1,0,1,9,4,5,0.8,0.06828703703703702,0.6464646464646464,0.47407407407407404,0.1,0.5
node_4,1,1,1,1,7,4,3,1.3333333333333333,0.021990740740740738,0.5079365079365079,0.5470085470085471,0.1,0.55
node_5,1,0,1,1,7,3,4,0.75,0.13541666666666666,0.5925925925925926,0.5079365079365079,0.1,0.42857142857142855
node_6,1,0,1,0,6,6,0,,0.0,0.0,0.75,0.1,0.4
node_7,1,1,0,1,7,4,3,1.3333333333333333,0.13657407407407407,0.5079365079365079,0.5925925925925926,0.1,0.3
node_8,0,0,0,1,1,0,1,0.0,0.0,0.391304347826087,0.0,0.1,0.0
node_9,1,1,1,1,9,4,5,0.8,0.08333333333333333,0.6464646464646464,0.5470085470085471,0.1,0.4264705882352941
