,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,1,0,0,0,2,1,1,1.0,0.0,0.1111111111111111,0.1111111111111111,0.0382626527055001,0.5
node_1,1,0,0,0,2,2,0,,0.0,0.0,0.2222222222222222,0.1934491989595572,0.5
node_2,1,0,0,0,2,0,2,0.0,0.0,0.2222222222222222,0.0,0.06989041913606522,0.5
node_3,1,0,0,0,2,2,0,,0.0,0.0,0.2222222222222222,0.1886518505613061,0.5
node_4,1,0,0,0,2,0,2,0.0,0.0,0.2222222222222222,0.0,0.06989041913606522,0.5
node_5,1,0,0,0,2,1,1,1.0,0.0,0.1111111111111111,0.1111111111111111,0.07024337692282694,0.5
node_6,1,0,0,0,2,1,1,1.0,0.0,0.1111111111111111,0.1111111111111111,0.03605015394545574,0.5
node_7,1,0,0,0,2,2,0,,0.0,0.0,0.2222222222222222,0.19378109036109337,0.5
node_8,1,0,0,0,2,0,2,0.0,0.0,0.2222222222222222,0.0,0.06989041913606522,0.5
node_9,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.06989041913606522,0.0
