,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,1,0,0,0,2,0,2,0.0,0.0,0.2222222222222222,0.0,0.0691026064715074,0.5
node_1,1,0,0,0,2,1,1,1.0,0.0,0.1111111111111111,0.1111111111111111,0.008455049728230288,0.5
node_2,1,0,0,0,2,2,0,,0.0,0.0,0.2222222222222222,0.19567536734822363,0.5
node_3,1,0,0,0,2,0,2,0.0,0.0,0.2222222222222222,0.0,0.0691026064715074,0.5
node_4,1,0,0,0,2,2,0,,0.0,0.0,0.2222222222222222,0.18370951250562537,0.5
node_5,1,0,0,0,2,1,1,1.0,0.0,0.1111111111111111,0.1111111111111111,0.08822303728507136,0.5
node_6,1,0,0,0,2,1,1,1.0,0.0,0.1111111111111111,0.1111111111111111,0.05950988560062613,0.5
node_7,1,0,0,0,2,2,0,,0.0,0.0,0.2222222222222222,0.18801672164619385,0.5
node_8,1,0,0,0,2,0,2,0.0,0.0,0.2222222222222222,0.0,0.0691026064715074,0.5
node_9,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0691026064715074,0.0
