,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.12050692728970921,0
node_1,0,0,1,0,3,0,3,0.0,0.0,0.3333333333333333,0.0,0.08547009560580145,0
node_2,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.3218404947871263,0
node_3,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,-0.11328761328843816,0
node_4,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.10191852797369437,0
node_5,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.12838252295552488,0
node_6,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.13907740503183802,0
node_7,0,0,1,0,4,0,4,0.0,0.0,0.4444444444444444,0.0,0.08547009560580145,0
node_8,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.04515144843314149,0
node_9,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.08547009560580145,0
