,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,1,1,0,1,6,3,3,1.0,0.18055555555555555,0.5625,0.5079365079365079,0.1,0.2692307692307692
node_1,1,1,1,1,7,3,4,0.75,0.11666666666666664,0.5625,0.4183006535947712,0.1,0.4
node_2,1,0,0,1,5,3,2,1.5,0.10300925925925926,0.5,0.5470085470085471,0.1,0.3
node_3,1,1,0,1,6,2,4,0.5,0.12037037037037035,0.6,0.4444444444444444,0.1,0.32142857142857145
node_4,1,0,1,1,7,6,1,6.0,0.06736111111111111,0.391304347826087,0.7111111111111111,0.1,0.35714285714285715
node_5,1,0,1,1,7,3,4,0.75,0.10277777777777777,0.6,0.47407407407407404,0.1,0.30952380952380953
node_6,1,1,0,1,7,3,4,0.75,0.06643518518518518,0.6428571428571429,0.47407407407407404,0.1,0.39473684210526316
node_7,1,1,1,1,6,2,4,0.5,0.0537037037037037,0.5294117647058824,0.4444444444444444,0.1,0.25
node_8,1,1,0,1,6,2,4,0.5,0.11967592592592592,0.6428571428571429,0.47407407407407404,0.1,0.32142857142857145
node_9,1,0,1,1,3,3,0,,0.0,0.0,0.5294117647058824,0.1,0.3333333333333333
