,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,1,1,0,1,6,2,4,0.5,0.08124999999999999,0.6,0.5,0.1,0.39285714285714285
node_1,1,0,0,1,5,3,2,1.5,0.13171296296296295,0.4090909090909091,0.5,0.1,0.3
node_2,1,0,0,1,6,4,2,2.0,0.1079861111111111,0.45,0.5625,0.1,0.3333333333333333
node_3,1,0,1,1,4,2,2,1.0,0.01944444444444444,0.4090909090909091,0.47368421052631576,0.1,0.25
node_4,1,0,1,1,4,1,3,0.3333333333333333,0.057175925925925915,0.47368421052631576,0.391304347826087,0.1,0.4166666666666667
node_5,1,1,1,1,5,4,1,4.0,0.07789351851851851,0.42857142857142855,0.6428571428571429,0.1,0.2777777777777778
node_6,1,0,0,1,3,1,2,0.5,0.04155092592592592,0.5,0.375,0.1,0.3333333333333333
node_7,1,0,0,1,5,3,2,1.5,0.11238425925925923,0.5,0.5294117647058824,0.1,0.35
node_8,1,1,1,1,8,4,4,1.0,0.3013888888888889,0.6,0.5,0.1,0.2222222222222222
node_9,1,1,0,1,8,3,5,0.6,0.3608796296296296,0.6923076923076923,0.5625,0.1,0.25925925925925924
