,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,1,0,1,1,5,2,3,0.6666666666666666,0.11574074074074074,0.5294117647058824,0.5,0.1,0.2
node_1,1,1,1,1,7,5,2,2.5,0.16435185185185183,0.47368421052631576,0.6923076923076923,0.1,0.275
node_2,1,0,1,1,4,1,3,0.3333333333333333,0.041666666666666664,0.5625,0.375,0.1,0.4166666666666667
node_3,1,0,1,1,4,3,1,3.0,0.041666666666666664,0.391304347826087,0.5294117647058824,0.1,0.25
node_4,1,1,0,1,9,3,6,0.5,0.14583333333333331,0.75,0.5294117647058824,0.1,0.30303030303030304
node_5,1,0,1,1,6,3,3,1.0,0.21527777777777776,0.5294117647058824,0.5294117647058824,0.1,0.3333333333333333
node_6,1,1,0,1,6,2,4,0.5,0.041666666666666664,0.6,0.42857142857142855,0.1,0.39285714285714285
node_7,1,1,1,1,7,5,2,2.5,0.15740740740740738,0.42857142857142855,0.6923076923076923,0.1,0.25
node_8,1,1,0,1,4,2,2,1.0,0.018518518518518517,0.42857142857142855,0.45,0.1,0.2
node_9,1,1,1,1,8,4,4,1.0,0.23842592592592587,0.6428571428571429,0.6,0.1,0.37037037037037035
