,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,1,0,0,0,2,2,0,,0.0,0.0,0.2222222222222222,0.14336494727036203,0.5
node_1,1,0,0,0,2,0,2,0.0,0.0,0.2222222222222222,0.0,0.056845013680149714,0.5
node_2,1,0,0,0,2,1,1,1.0,0.0,0.1111111111111111,0.1111111111111111,0.12428411342695651,0.5
node_3,1,0,0,0,2,0,2,0.0,0.0,0.2222222222222222,0.0,0.056845013680149714,0.5
node_4,1,0,0,0,2,2,0,,0.0,0.0,0.2222222222222222,0.1495696408551028,0.5
node_5,1,0,0,0,2,1,1,1.0,0.0,0.1111111111111111,0.1111111111111111,0.08292028757238998,0.5
node_6,1,0,0,0,2,0,2,0.0,0.0,0.2222222222222222,0.0,0.056845013680149714,0.5
node_7,1,0,0,0,2,1,1,1.0,0.0,0.1111111111111111,0.1111111111111111,0.1299687156722054,0.5
node_8,1,0,0,0,2,2,0,,0.0,0.0,0.2222222222222222,0.14251224048238476,0.5
node_9,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.056845013680149714,0.0
