,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,1,0,0,0,2,1,1,1.0,0.0,0.1111111111111111,0.1111111111111111,0.11077335013475152,0.5
node_1,1,0,0,0,2,0,2,0.0,0.0,0.2222222222222222,0.0,0.075356996527163,0.5
node_2,1,0,0,0,2,2,0,,0.0,0.0,0.2222222222222222,0.1981518831240679,0.5
node_3,1,0,0,0,2,1,1,1.0,0.0,0.1111111111111111,0.1111111111111111,-0.15237229706105718,0.5
node_4,1,0,0,0,2,2,0,,0.0,0.0,0.2222222222222222,0.2376252319070868,0.5
node_5,1,0,0,0,2,0,2,0.0,0.0,0.2222222222222222,0.0,0.075356996527163,0.5
node_6,1,0,0,0,2,0,2,0.0,0.0,0.2222222222222222,0.0,0.075356996527163,0.5
node_7,1,0,0,0,2,2,0,,0.0,0.0,0.2222222222222222,0.1989515755286936,0.5
node_8,1,0,0,0,2,1,1,1.0,0.0,0.1111111111111111,0.1111111111111111,0.10544227025780599,0.5
node_9,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.075356996527163,0.0
