,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,1,1,0,0,3,1,2,0.5,0.021990740740740738,0.3742690058479532,0.4090909090909091,0.1,0.5
node_1,1,1,0,1,8,5,3,1.6666666666666667,0.45138888888888884,0.5079365079365079,0.6428571428571429,0.1,0.11538461538461539
node_2,1,0,0,1,3,2,1,2.0,0.027777777777777776,0.35555555555555557,0.391304347826087,0.1,0.5
node_3,1,1,1,1,5,2,3,0.6666666666666666,0.20023148148148148,0.47407407407407404,0.47368421052631576,0.1,0.2777777777777778
node_4,1,1,1,1,6,4,2,2.0,0.17476851851851852,0.3950617283950617,0.5294117647058824,0.1,0.19230769230769232
node_5,1,1,0,1,5,2,3,0.6666666666666666,0.20138888888888887,0.5470085470085471,0.45,0.1,0.2777777777777778
node_6,1,0,1,1,4,1,3,0.3333333333333333,0.08333333333333333,0.4183006535947712,0.375,0.1,0.25
node_7,1,1,1,1,3,2,1,2.0,0.0,0.28444444444444444,0.391304347826087,0.1,0.5
node_8,1,0,0,1,4,2,2,1.0,0.21412037037037035,0.4444444444444444,0.5,0.1,0.16666666666666666
node_9,0,0,0,1,1,0,1,0.0,0.0,0.391304347826087,0.0,0.1,0.0
