,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,1,1,0,0,11,7,4,1.75,0.21412037037037035,0.6428571428571429,0.8181818181818182,0.1,0.375
node_1,1,0,0,1,6,4,2,2.0,0.03125,0.5294117647058824,0.6428571428571429,0.1,0.43333333333333335
node_2,1,1,0,1,8,4,4,1.0,0.05555555555555555,0.5625,0.6428571428571429,0.1,0.4230769230769231
node_3,1,1,0,1,9,3,6,0.5,0.09027777777777778,0.75,0.6,0.1,0.39705882352941174
node_4,1,1,0,1,7,4,3,1.3333333333333333,0.04050925925925925,0.6,0.6428571428571429,0.1,0.4
node_5,1,1,0,1,6,2,4,0.5,0.04629629629629629,0.6428571428571429,0.5294117647058824,0.1,0.32142857142857145
node_6,1,1,0,1,9,5,4,1.25,0.1388888888888889,0.6428571428571429,0.6923076923076923,0.1,0.3235294117647059
node_7,1,1,0,1,7,3,4,0.75,0.0949074074074074,0.6428571428571429,0.6,0.1,0.325
node_8,1,1,0,1,6,2,4,0.5,0.011574074074074072,0.6428571428571429,0.5,0.1,0.5
node_9,1,1,0,1,7,4,3,1.3333333333333333,0.04050925925925925,0.6,0.6428571428571429,0.1,0.47368421052631576
