,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,1,0,0,0,2,1,1,1.0,0.0,0.1111111111111111,0.1111111111111111,0.09601690015187007,0.5
node_1,1,0,0,0,2,0,2,0.0,0.0,0.2222222222222222,0.0,0.061485130517199935,0.5
node_2,1,0,0,0,2,2,0,,0.0,0.0,0.2222222222222222,0.16082977490418365,0.5
node_3,1,0,0,0,2,0,2,0.0,0.0,0.2222222222222222,0.0,0.061485130517199935,0.5
node_4,1,0,0,0,2,2,0,,0.0,0.0,0.2222222222222222,0.162820766306949,0.5
node_5,1,0,0,0,2,1,1,1.0,0.0,0.1111111111111111,0.1111111111111111,0.0827475206054777,0.5
node_6,1,0,0,0,2,0,2,0.0,0.0,0.2222222222222222,0.0,0.061485130517199935,0.5
node_7,1,0,0,0,2,2,0,,0.0,0.0,0.2222222222222222,0.16174812014099813,0.5
node_8,1,0,0,0,2,1,1,1.0,0.0,0.1111111111111111,0.1111111111111111,0.08989639582172197,0.5
node_9,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.061485130517199935,0.0
