,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,1,1,1,1,7,4,3,1.3333333333333333,0.21990740740740738,0.5079365079365079,0.5470085470085471,0.1,0.3
node_1,1,1,1,1,6,3,3,1.0,0.07870370370370369,0.47407407407407404,0.5079365079365079,0.1,0.38461538461538464
node_2,1,1,0,1,5,2,3,0.6666666666666666,0.1388888888888889,0.47407407407407404,0.47407407407407404,0.1,0.5
node_3,1,1,0,1,5,2,3,0.6666666666666666,0.19907407407407404,0.5470085470085471,0.4183006535947712,0.1,0.2777777777777778
node_4,1,1,1,1,6,2,4,0.5,0.037037037037037035,0.5079365079365079,0.3232323232323232,0.1,0.2857142857142857
node_5,1,0,1,1,6,3,3,1.0,0.0625,0.47407407407407404,0.35555555555555557,0.1,0.3
node_6,1,0,1,1,4,4,0,,0.0,0.0,0.6428571428571429,0.1,0.25
node_7,0,1,0,0,2,1,1,1.0,0.0,0.28444444444444444,0.3950617283950617,0.1,0.0
node_8,1,0,1,1,3,0,3,0.0,0.0,0.6,0.0,0.1,0.16666666666666666
node_9,1,1,1,1,8,5,3,1.6666666666666667,0.25,0.3950617283950617,0.6464646464646464,0.1,0.07692307692307693
