,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.15118777168833827,0
node_1,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.164366164821438,0
node_2,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.08741925183722019,0
node_3,0,0,1,0,4,0,4,0.0,0.0,0.4444444444444444,0.0,0.08547009560580146,0
node_4,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.011556716047202355,0
node_5,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.160288198810653,0
node_6,0,0,1,0,4,0,4,0.0,0.0,0.4444444444444444,0.0,0.08547009560580146,0
node_7,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.005589486563432781,0
node_8,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.19143206661751902,0
node_9,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.05722015240259401,0
