,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,1,1,0,1,5,2,3,0.6666666666666666,0.034722222222222224,0.6,0.5625,0.1,0.3888888888888889
node_1,1,0,1,1,5,1,4,0.25,0.013310185185185184,0.6428571428571429,0.391304347826087,0.1,0.5
node_2,1,0,1,1,6,3,3,1.0,0.13414351851851852,0.6,0.5625,0.1,0.4
node_3,1,1,1,1,11,6,5,1.2,0.24502314814814813,0.6428571428571429,0.75,0.1,0.25
node_4,1,1,1,1,7,3,4,0.75,0.13425925925925924,0.6,0.5625,0.1,0.39473684210526316
node_5,1,1,0,0,7,3,4,0.75,0.02592592592592592,0.6,0.6,0.1,0.5
node_6,1,0,1,0,9,6,3,2.0,0.12361111111111112,0.5625,0.75,0.1,0.3611111111111111
node_7,1,1,0,1,8,4,4,1.0,0.0778935185185185,0.6,0.6428571428571429,0.1,0.42
node_8,1,1,1,0,6,3,3,1.0,0.0625,0.5625,0.5625,0.1,0.4642857142857143
node_9,1,1,1,1,6,4,2,2.0,0.0375,0.47368421052631576,0.6428571428571429,0.1,0.39285714285714285
