,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,0,0,0,1,2,0,2,0.0,0.0,0.47368421052631576,0.0,0.1,0.0
node_1,1,1,0,1,6,4,2,2.0,0.13425925925925924,0.5079365079365079,0.6,0.1,0.21428571428571427
node_2,1,1,0,1,9,4,5,0.8,0.2777777777777778,0.6464646464646464,0.6428571428571429,0.1,0.20588235294117646
node_3,1,1,0,1,6,2,4,0.5,0.11574074074074074,0.5925925925925926,0.5,0.1,0.4230769230769231
node_4,1,0,1,1,5,3,2,1.5,0.11342592592592592,0.47407407407407404,0.5294117647058824,0.1,0.35
node_5,1,0,1,1,6,4,2,2.0,0.06018518518518519,0.3950617283950617,0.6,0.1,0.3
node_6,1,0,1,1,4,2,2,1.0,0.05555555555555555,0.47407407407407404,0.42857142857142855,0.1,0.4166666666666667
node_7,1,0,1,1,7,2,5,0.4,0.14583333333333331,0.6464646464646464,0.5,0.1,0.21428571428571427
node_8,1,1,1,1,5,4,1,4.0,0.04629629629629629,0.3742690058479532,0.6,0.1,0.5555555555555556
node_9,1,0,1,1,4,2,2,1.0,0.03703703703703704,0.3950617283950617,0.47368421052631576,0.1,0.3333333333333333
