,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,1,1,0,1,9,4,5,0.8,0.1861111111111111,0.6428571428571429,0.6428571428571429,0.1,0.3333333333333333
node_1,1,1,0,0,7,3,4,0.75,0.11018518518518516,0.6,0.5625,0.1,0.2777777777777778
node_2,1,1,0,1,9,5,4,1.25,0.17222222222222222,0.6,0.6923076923076923,0.1,0.3235294117647059
node_3,1,1,0,1,6,2,4,0.5,0.06875,0.6,0.45,0.1,0.17857142857142858
node_4,1,0,0,1,5,3,2,1.5,0.05949074074074073,0.47368421052631576,0.5625,0.1,0.25
node_5,1,1,0,1,4,1,3,0.3333333333333333,0.05208333333333333,0.5625,0.4090909090909091,0.1,0.2
node_6,1,1,0,1,6,4,2,2.0,0.18449074074074073,0.5294117647058824,0.6428571428571429,0.1,0.25
node_7,1,1,0,1,7,4,3,1.3333333333333333,0.11805555555555555,0.5294117647058824,0.6,0.1,0.225
node_8,1,1,0,1,6,3,3,1.0,0.04050925925925925,0.5294117647058824,0.5625,0.1,0.39285714285714285
node_9,1,1,0,1,5,3,2,1.5,0.021990740740740738,0.5,0.5294117647058824,0.1,0.5
