,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.11137000664613375,0
node_1,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.10299597819539025,0
node_2,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.10165868570185996,0
node_3,0,0,1,0,4,0,4,0.0,0.0,0.4444444444444444,0.0,0.08547009560580143,0
node_4,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.09850523385081475,0
node_5,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.05270150391922157,0
node_6,0,0,1,0,4,0,4,0.0,0.0,0.4444444444444444,0.0,0.08547009560580143,0
node_7,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,-0.004138595185315782,0
node_8,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.17784671532096816,0
node_9,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.1881202803393248,0
