,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,1,0,0,0,2,0,2,0.0,0.0,0.2222222222222222,0.0,0.06074392372046693,0.5
node_1,1,0,0,0,2,1,1,1.0,0.0,0.1111111111111111,0.1111111111111111,0.0603231555432735,0.5
node_2,1,0,0,0,2,2,0,,0.0,0.0,0.2222222222222222,0.16407304052596583,0.5
node_3,1,0,0,0,2,0,2,0.0,0.0,0.2222222222222222,0.0,0.06074392372046693,0.5
node_4,1,0,0,0,2,1,1,1.0,0.0,0.1111111111111111,0.1111111111111111,0.09311883365695303,0.5
node_5,1,0,0,0,2,2,0,,0.0,0.0,0.2222222222222222,0.1591533921630474,0.5
node_6,1,0,0,0,2,2,0,,0.0,0.0,0.2222222222222222,0.15419710102576137,0.5
node_7,1,0,0,0,2,0,2,0.0,0.0,0.2222222222222222,0.0,0.06074392372046693,0.5
node_8,1,0,0,0,2,1,1,1.0,0.0,0.1111111111111111,0.1111111111111111,0.12615878220313148,0.5
node_9,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.06074392372046693,0.0
