,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,1,1,0,0,5,1,4,0.25,0.021990740740740738,0.5625,0.3333333333333333,0.1,0.4444444444444444
node_1,1,1,0,1,7,3,4,0.75,0.2534722222222222,0.6,0.47368421052631576,0.1,0.23684210526315788
node_2,1,1,0,1,6,3,3,1.0,0.13935185185185184,0.5625,0.5,0.1,0.2857142857142857
node_3,1,1,0,0,7,5,2,2.5,0.12222222222222223,0.47368421052631576,0.6428571428571429,0.1,0.21052631578947367
node_4,1,1,0,1,7,5,2,2.5,0.20324074074074072,0.45,0.6923076923076923,0.1,0.07894736842105263
node_5,1,1,0,1,8,4,4,1.0,0.20069444444444443,0.5294117647058824,0.6,0.1,0.16
node_6,0,1,0,0,5,2,3,0.6666666666666666,0.10254629629629629,0.47368421052631576,0.47368421052631576,0.1,0.0
node_7,0,1,0,0,4,2,2,1.0,0.03356481481481481,0.391304347826087,0.47368421052631576,0.1,0.0
node_8,1,1,0,0,6,2,4,0.5,0.05648148148148147,0.6,0.5,0.1,0.42857142857142855
node_9,1,1,0,0,5,3,2,1.5,0.1025462962962963,0.47368421052631576,0.5294117647058824,0.1,0.25
