,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,1,0,1,1,5,2,3,0.6666666666666666,0.10300925925925924,0.5,0.5,0.1,0.2
node_1,1,1,1,1,7,4,3,1.3333333333333333,0.23842592592592587,0.47368421052631576,0.6428571428571429,0.1,0.21052631578947367
node_2,1,1,1,1,5,3,2,1.5,0.04282407407407407,0.391304347826087,0.5625,0.1,0.4444444444444444
node_3,1,0,1,1,5,3,2,1.5,0.15856481481481483,0.45,0.5294117647058824,0.1,0.1
node_4,1,1,0,1,6,3,3,1.0,0.21990740740740738,0.5,0.5625,0.1,0.2857142857142857
node_5,0,1,1,1,5,2,3,0.6666666666666666,0.1747685185185185,0.5625,0.391304347826087,0.1,0.0
node_6,0,1,0,1,4,1,3,0.3333333333333333,0.030092592592592587,0.5625,0.2903225806451613,0.1,0.0
node_7,0,0,0,1,3,2,1,2.0,0.037037037037037035,0.36,0.47368421052631576,0.1,0.0
node_8,1,0,1,1,5,3,2,1.5,0.1111111111111111,0.45,0.5294117647058824,0.1,0.25
node_9,1,0,1,1,5,2,3,0.6666666666666666,0.2731481481481481,0.6,0.47368421052631576,0.1,0.2
