,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,1,0,1,1,6,4,2,2.0,0.3611111111111111,0.47368421052631576,0.6428571428571429,0.1,0.3333333333333333
node_1,1,0,1,1,5,3,2,1.5,0.15277777777777776,0.45,0.5294117647058824,0.1,0.15
node_2,1,0,1,1,6,4,2,2.0,0.07407407407407408,0.375,0.6,0.1,0.3333333333333333
node_3,1,0,1,1,5,1,4,0.25,0.013888888888888888,0.5,0.32142857142857145,0.1,0.4
node_4,1,1,0,1,7,2,5,0.4,0.20138888888888887,0.6428571428571429,0.42857142857142855,0.1,0.3
node_5,1,1,0,1,5,2,3,0.6666666666666666,0.027777777777777776,0.47368421052631576,0.375,0.1,0.3888888888888889
node_6,1,1,1,1,7,3,4,0.75,0.15740740740740738,0.5294117647058824,0.45,0.1,0.2894736842105263
node_7,1,0,1,1,5,1,4,0.25,0.2569444444444444,0.6428571428571429,0.42857142857142855,0.1,0.35
node_8,1,0,1,1,7,6,1,6.0,0.07870370370370369,0.34615384615384615,0.6923076923076923,0.1,0.3333333333333333
node_9,1,0,0,1,3,2,1,2.0,0.09259259259259257,0.42857142857142855,0.47368421052631576,0.1,0.3333333333333333
