,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,1,0,0,0,2,1,1,1.0,0.0,0.1111111111111111,0.1111111111111111,0.059057381045281576,0.5
node_1,1,0,0,0,2,2,0,,0.0,0.0,0.2222222222222222,0.14355992355800842,0.5
node_2,1,0,0,0,2,0,2,0.0,0.0,0.2222222222222222,0.0,0.05347975676769025,0.5
node_3,1,0,0,0,2,0,2,0.0,0.0,0.2222222222222222,0.0,0.05347975676769025,0.5
node_4,1,0,0,0,2,2,0,,0.0,0.0,0.2222222222222222,0.11786519717126587,0.5
node_5,1,0,0,0,2,1,1,1.0,0.0,0.1111111111111111,0.1111111111111111,0.23033501550103608,0.5
node_6,1,0,0,0,2,1,1,1.0,0.0,0.1111111111111111,0.1111111111111111,0.09746543045270126,0.5
node_7,1,0,0,0,2,0,2,0.0,0.0,0.2222222222222222,0.0,0.05347975676769025,0.5
node_8,1,0,0,0,2,2,0,,0.0,0.0,0.2222222222222222,0.13779802520094606,0.5
node_9,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.05347975676769025,0.0
