,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,1,1,0,1,8,6,2,3.0,0.21527777777777776,0.4444444444444444,0.7111111111111111,0.1,0.19230769230769232
node_1,0,1,0,1,3,1,2,0.5,0.027777777777777776,0.4183006535947712,0.4183006535947712,0.1,0.0
node_2,1,0,0,1,2,2,0,,0.0,0.0,0.45,0.1,0.5
node_3,1,1,0,1,7,2,5,0.4,0.11342592592592592,0.6464646464646464,0.4183006535947712,0.1,0.25
node_4,1,1,0,1,4,2,2,1.0,0.05555555555555555,0.4444444444444444,0.4444444444444444,0.1,0.3
node_5,1,1,0,1,7,3,4,0.75,0.18055555555555555,0.5925925925925926,0.5079365079365079,0.1,0.3
node_6,1,1,0,1,6,3,3,1.0,0.1111111111111111,0.5079365079365079,0.4444444444444444,0.1,0.21428571428571427
node_7,0,0,0,0,1,0,1,0.0,0.0,0.34615384615384615,0.0,0.1,0.0
node_8,1,0,0,1,5,3,2,1.5,0.1759259259259259,0.4183006535947712,0.5079365079365079,0.1,0.2
node_9,1,1,0,0,5,2,3,0.6666666666666666,0.07870370370370369,0.5470085470085471,0.3950617283950617,0.1,0.4444444444444444
