,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,1,1,1,1,8,3,5,0.6,0.24652777777777776,0.6428571428571429,0.4090909090909091,0.1,0.23076923076923078
node_1,1,1,1,1,5,4,1,4.0,0.01712962962962963,0.4090909090909091,0.5,0.1,0.5555555555555556
node_2,1,0,1,1,6,1,5,0.2,0.06574074074074074,0.6923076923076923,0.34615384615384615,0.1,0.36666666666666664
node_3,1,0,1,1,4,3,1,3.0,0.09560185185185184,0.391304347826087,0.5,0.1,0.16666666666666666
node_4,1,1,0,1,5,3,2,1.5,0.19791666666666666,0.42857142857142855,0.5625,0.1,0.3333333333333333
node_5,1,1,0,1,5,2,3,0.6666666666666666,0.07037037037037036,0.45,0.47368421052631576,0.1,0.2777777777777778
node_6,1,0,1,1,5,2,3,0.6666666666666666,0.1726851851851852,0.5294117647058824,0.45,0.1,0.2
node_7,1,1,1,1,6,2,4,0.5,0.23078703703703704,0.6,0.47368421052631576,0.1,0.25
node_8,1,0,1,1,5,4,1,4.0,0.04513888888888889,0.32142857142857145,0.6,0.1,0.3
node_9,1,1,1,1,7,4,3,1.3333333333333333,0.24699074074074076,0.5294117647058824,0.5294117647058824,0.1,0.3157894736842105
