,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,1,0,0,1,2,1,1,1.0,0.0,0.36,0.3950617283950617,0.1,1.0
node_1,1,1,1,1,6,4,2,2.0,0.20138888888888887,0.375,0.5925925925925926,0.1,0.25
node_2,1,1,1,1,7,4,3,1.3333333333333333,0.3194444444444444,0.5,0.5925925925925926,0.1,0.225
node_3,1,1,0,0,4,1,3,0.3333333333333333,0.027777777777777776,0.47368421052631576,0.3386243386243386,0.1,0.3
node_4,1,1,1,1,5,3,2,1.5,0.38888888888888884,0.5294117647058824,0.5079365079365079,0.1,0.2222222222222222
node_5,1,0,1,1,7,2,5,0.4,0.125,0.6428571428571429,0.30917874396135264,0.1,0.23809523809523808
node_6,1,0,1,0,3,3,0,,0.0,0.0,0.5625,0.1,0.3333333333333333
node_7,1,0,1,1,3,2,1,2.0,0.0,0.3103448275862069,0.35555555555555557,0.1,0.5
node_8,1,1,0,1,3,1,2,0.5,0.0,0.5,0.28444444444444444,0.1,0.5
node_9,1,1,0,1,6,2,4,0.5,0.2986111111111111,0.6,0.3950617283950617,0.1,0.21428571428571427
