,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.1551925200835958,0
node_1,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.04213789947654287,0
node_2,0,0,1,0,4,0,4,0.0,0.0,0.4444444444444444,0.0,0.08547002584822702,0
node_3,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.07879605968673548,0
node_4,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.13840349490489898,0
node_5,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.1698892758049154,0
node_6,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.06065477875202989,0
node_7,0,0,1,0,4,0,4,0.0,0.0,0.4444444444444444,0.0,0.08547002584822702,0
node_8,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.09198072820432775,0
node_9,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.09200519139050013,0
