,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,1,0,0,1,3,2,1,2.0,0.0525462962962963,0.391304347826087,0.47368421052631576,0.1,0.5
node_1,1,0,1,1,5,3,2,1.5,0.175,0.42857142857142855,0.47368421052631576,0.1,0.25
node_2,1,1,0,1,7,3,4,0.75,0.38958333333333334,0.6,0.5294117647058824,0.1,0.175
node_3,1,0,0,1,4,2,2,1.0,0.0775462962962963,0.4090909090909091,0.45,0.1,0.4166666666666667
node_4,1,1,0,0,4,2,2,1.0,0.04282407407407407,0.4090909090909091,0.4090909090909091,0.1,0.3
node_5,1,1,0,1,5,2,3,0.6666666666666666,0.2810185185185185,0.5294117647058824,0.45,0.1,0.16666666666666666
node_6,1,1,1,1,4,2,2,1.0,0.0599537037037037,0.5,0.42857142857142855,0.1,0.3
node_7,1,1,1,1,3,2,1,2.0,0.0,0.32142857142857145,0.4090909090909091,0.1,0.5
node_8,1,0,1,1,6,2,4,0.5,0.24675925925925923,0.5625,0.42857142857142855,0.1,0.26666666666666666
node_9,1,1,1,1,5,3,2,1.5,0.23032407407407404,0.45,0.42857142857142855,0.1,0.16666666666666666
