,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,1,0,0,0,2,2,0,,0.0,0.0,0.2222222222222222,0.18384432117606173,0.5
node_1,1,0,0,0,2,0,2,0.0,0.0,0.2222222222222222,0.0,0.06877823460625669,0.5
node_2,1,0,0,0,2,1,1,1.0,0.0,0.1111111111111111,0.1111111111111111,0.08115319557921492,0.5
node_3,1,0,0,0,2,2,0,,0.0,0.0,0.2222222222222222,0.19014054190927654,0.5
node_4,1,0,0,0,2,1,1,1.0,0.0,0.1111111111111111,0.1111111111111111,0.039175741048868395,0.5
node_5,1,0,0,0,2,0,2,0.0,0.0,0.2222222222222222,0.0,0.06877823460625669,0.5
node_6,1,0,0,0,2,2,0,,0.0,0.0,0.2222222222222222,0.1899187385748447,0.5
node_7,1,0,0,0,2,1,1,1.0,0.0,0.1111111111111111,0.1111111111111111,0.04065452328670739,0.5
node_8,1,0,0,0,2,0,2,0.0,0.0,0.2222222222222222,0.0,0.06877823460625669,0.5
node_9,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.06877823460625669,0.0
