,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,1,1,0,0,11,6,5,1.2,0.20767195767195765,0.6923076923076923,0.75,0.1,0.3584905660377358
node_1,1,1,0,1,3,1,2,0.5,0.0,0.47368421052631576,0.45,0.1,1.0
node_2,1,1,0,1,8,2,6,0.3333333333333333,0.08449074074074073,0.75,0.47368421052631576,0.1,0.4444444444444444
node_3,1,1,0,0,8,5,3,1.6666666666666667,0.08333333333333333,0.5625,0.6428571428571429,0.1,0.44
node_4,1,1,0,1,10,6,4,1.5,0.08498677248677247,0.6,0.75,0.1,0.4186046511627907
node_5,1,1,0,1,8,3,5,0.6,0.05489417989417989,0.6923076923076923,0.5625,0.1,0.4444444444444444
node_6,1,1,0,1,7,5,2,2.5,0.08217592592592592,0.47368421052631576,0.6923076923076923,0.1,0.4
node_7,1,1,0,1,6,2,4,0.5,0.03835978835978836,0.6,0.47368421052631576,0.1,0.42857142857142855
node_8,1,1,0,1,9,5,4,1.25,0.1142526455026455,0.6,0.6923076923076923,0.1,0.4852941176470588
node_9,1,1,0,0,8,4,4,1.0,0.11094576719576718,0.6,0.6428571428571429,0.1,0.4807692307692308
