,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.04563507183322055,0
node_1,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.11996692903518556,0
node_2,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.10714248060231905,0
node_3,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.14178549268104798,0
node_4,0,0,1,0,4,0,4,0.0,0.0,0.4444444444444444,0.0,0.08547002584822702,0
node_5,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.023989626056868232,0
node_6,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.10803726849934449,0
node_7,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.10015278625900052,0
node_8,0,0,1,0,4,0,4,0.0,0.0,0.4444444444444444,0.0,0.08547002584822702,0
node_9,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.18235029333655992,0
