,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,1,1,0,1,4,3,1,3.0,0.125,0.3333333333333333,0.5625,0.1,0.2
node_1,1,1,0,1,4,2,2,1.0,0.13194444444444445,0.5,0.47368421052631576,0.1,0.3
node_2,1,1,0,1,8,3,5,0.6,0.3831018518518518,0.6923076923076923,0.47368421052631576,0.1,0.25925925925925924
node_3,1,0,0,1,4,2,2,1.0,0.0324074074074074,0.45,0.36,0.1,0.3333333333333333
node_4,1,1,0,1,7,4,3,1.3333333333333333,0.1585648148148148,0.5,0.42857142857142855,0.1,0.2
node_5,1,0,0,1,4,3,1,3.0,0.024305555555555552,0.2647058823529412,0.5625,0.1,0.3333333333333333
node_6,1,0,0,1,3,1,2,0.5,0.004629629629629629,0.4090909090909091,0.36,0.1,0.3333333333333333
node_7,1,1,0,1,6,3,3,1.0,0.3449074074074074,0.6,0.5,0.1,0.25
node_8,1,1,0,1,7,4,3,1.3333333333333333,0.31481481481481477,0.47368421052631576,0.6428571428571429,0.1,0.15789473684210525
node_9,1,1,0,1,5,1,4,0.25,0.00810185185185185,0.6428571428571429,0.3333333333333333,0.1,0.3888888888888889
