,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.1386675449267414,0
node_1,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.12374645522714713,0
node_2,0,0,1,0,4,0,4,0.0,0.0,0.4444444444444444,0.0,0.08547002584822702,0
node_3,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.09867873176855864,0
node_4,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.05343724222932593,0
node_5,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.08751322096436749,0
node_6,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.11264646506930523,0
node_7,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.11204513412709968,0
node_8,0,0,1,0,4,0,4,0.0,0.0,0.4444444444444444,0.0,0.08547002584822702,0
node_9,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.10232515399100071,0
