,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,1,1,0,1,4,2,2,1.0,0.050925925925925916,0.4183006535947712,0.3950617283950617,0.1,0.2
node_1,1,1,1,1,5,3,2,1.5,0.13194444444444445,0.3950617283950617,0.5470085470085471,0.1,0.16666666666666666
node_2,1,0,1,1,3,3,0,,0.0,0.0,0.5294117647058824,0.1,0.5
node_3,1,0,0,1,5,3,2,1.5,0.14351851851851852,0.47407407407407404,0.5470085470085471,0.1,0.2
node_4,1,0,1,1,7,4,3,1.3333333333333333,0.2037037037037037,0.5470085470085471,0.5925925925925926,0.1,0.2619047619047619
node_5,1,1,0,0,6,2,4,0.5,0.04629629629629629,0.5470085470085471,0.4183006535947712,0.1,0.32142857142857145
node_6,1,1,1,1,6,3,3,1.0,0.10416666666666666,0.5079365079365079,0.47407407407407404,0.1,0.34615384615384615
node_7,1,1,0,1,7,3,4,0.75,0.14814814814814817,0.5470085470085471,0.5079365079365079,0.1,0.3
node_8,1,1,0,1,5,2,3,0.6666666666666666,0.04629629629629629,0.5470085470085471,0.4183006535947712,0.1,0.25
node_9,0,0,0,1,2,0,2,0.0,0.0,0.45,0.0,0.1,0.0
