,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.03686495096444598,0
node_1,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.1450617724923013,0
node_2,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.14713308533165007,0
node_3,0,0,1,0,3,0,3,0.0,0.0,0.3333333333333333,0.0,0.08547009560580146,0
node_4,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,-0.16970536492978522,0
node_5,0,0,1,0,3,0,3,0.0,0.0,0.3333333333333333,0.0,0.08547009560580146,0
node_6,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.12125231829390244,0
node_7,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.37751285542428015,0
node_8,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.08547009560580146,0
node_9,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.08547009560580146,0
