,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,1,0,1,1,3,0,3,0.0,0.0,0.5625,0.0,0.1,0.3333333333333333
node_1,1,0,1,0,9,6,3,2.0,0.21666666666666662,0.5470085470085471,0.75,0.1,0.2916666666666667
node_2,1,1,1,0,5,4,1,4.0,0.02546296296296296,0.3386243386243386,0.6,0.1,0.3333333333333333
node_3,1,1,0,1,6,3,3,1.0,0.13587962962962963,0.5079365079365079,0.5625,0.1,0.32142857142857145
node_4,1,1,1,0,8,3,5,0.6,0.11388888888888887,0.5925925925925926,0.5625,0.1,0.40384615384615385
node_5,1,1,0,1,6,2,4,0.5,0.026620370370370367,0.5925925925925926,0.45,0.1,0.5769230769230769
node_6,1,1,1,1,7,4,3,1.3333333333333333,0.19444444444444445,0.5079365079365079,0.6,0.1,0.25
node_7,1,1,0,1,5,3,2,1.5,0.034027777777777775,0.4444444444444444,0.5294117647058824,0.1,0.4444444444444444
node_8,1,0,0,1,3,1,2,0.5,0.028703703703703703,0.4444444444444444,0.4090909090909091,0.1,0.3333333333333333
node_9,1,1,0,1,8,4,4,1.0,0.14097222222222222,0.5470085470085471,0.6428571428571429,0.1,0.4423076923076923
