,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,1,0,1,1,8,4,4,1.0,0.12962962962962962,0.6,0.6428571428571429,0.1,0.4107142857142857
node_1,1,1,0,0,6,3,3,1.0,0.060185185185185175,0.5625,0.5294117647058824,0.1,0.4230769230769231
node_2,1,1,0,1,5,2,3,0.6666666666666666,0.05092592592592592,0.5294117647058824,0.5,0.1,0.3333333333333333
node_3,1,1,0,1,6,3,3,1.0,0.06712962962962962,0.47368421052631576,0.5294117647058824,0.1,0.3076923076923077
node_4,1,1,1,1,6,3,3,1.0,0.09259259259259259,0.5,0.6,0.1,0.39285714285714285
node_5,1,1,0,1,8,3,5,0.6,0.162037037037037,0.6923076923076923,0.5294117647058824,0.1,0.4
node_6,1,0,0,1,3,1,2,0.5,0.018518518518518517,0.5,0.375,0.1,0.3333333333333333
node_7,1,1,1,1,9,5,4,1.25,0.14814814814814814,0.6428571428571429,0.6923076923076923,0.1,0.4090909090909091
node_8,1,1,1,1,9,5,4,1.25,0.1481481481481481,0.6428571428571429,0.6923076923076923,0.1,0.45454545454545453
node_9,1,1,1,0,8,5,3,1.6666666666666667,0.10879629629629628,0.5294117647058824,0.6923076923076923,0.1,0.42
