,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,0,0,1,0,3,0,3,0.0,0.0,0.3333333333333333,0.0,0.08547008374701381,0
node_1,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,-0.21904838838558596,0
node_2,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.3115479440944044,0
node_3,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.23656027679715422,0
node_4,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,-1.5986951481879335,0
node_5,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,3.7323437906964307,0
node_6,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,-2.911387924171058,0
node_7,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,1.192269197915548,0
node_8,0,0,1,0,4,0,4,0.0,0.0,0.4444444444444444,0.0,0.08547008374701381,0
node_9,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.08547008374701381,0
