,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,1,1,0,1,6,3,3,1.0,0.10462962962962963,0.5625,0.45,0.1,0.3076923076923077
node_1,1,1,1,1,6,3,3,1.0,0.22546296296296298,0.5294117647058824,0.5625,0.1,0.25
node_2,1,0,1,1,8,5,3,1.6666666666666667,0.3907407407407407,0.5625,0.6923076923076923,0.1,0.23214285714285715
node_3,1,1,1,1,7,3,4,0.75,0.08518518518518517,0.6428571428571429,0.391304347826087,0.1,0.4
node_4,1,1,0,1,6,2,4,0.5,0.0722222222222222,0.6,0.42857142857142855,0.1,0.42857142857142855
node_5,1,0,1,1,3,2,1,2.0,0.006944444444444444,0.391304347826087,0.45,0.1,0.5
node_6,0,0,0,1,3,2,1,2.0,0.12268518518518519,0.391304347826087,0.47368421052631576,0.1,0.3333333333333333
node_7,1,0,1,1,6,2,4,0.5,0.09537037037037036,0.6,0.45,0.1,0.3
node_8,1,1,1,1,6,3,3,1.0,0.1898148148148148,0.5294117647058824,0.5625,0.1,0.32142857142857145
node_9,1,0,1,1,3,2,1,2.0,0.04027777777777777,0.3,0.5,0.1,0.3333333333333333
