,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,1,0,1,1,6,4,2,2.0,0.16435185185185186,0.4444444444444444,0.6,0.1,0.26666666666666666
node_1,1,1,1,1,8,5,3,1.6666666666666667,0.2962962962962963,0.5079365079365079,0.6923076923076923,0.1,0.2777777777777778
node_2,1,0,0,1,4,2,2,1.0,0.05555555555555555,0.3742690058479532,0.5,0.1,0.3333333333333333
node_3,1,0,1,1,3,2,1,2.0,0.013888888888888888,0.35555555555555557,0.47368421052631576,0.1,0.3333333333333333
node_4,1,0,0,1,3,1,2,0.5,0.013888888888888888,0.4183006535947712,0.36,0.1,0.5
node_5,1,1,1,1,6,3,3,1.0,0.15046296296296297,0.5079365079365079,0.5,0.1,0.35714285714285715
node_6,1,1,0,1,7,4,3,1.3333333333333333,0.2986111111111111,0.5470085470085471,0.6428571428571429,0.1,0.3684210526315789
node_7,1,0,0,1,2,0,2,0.0,0.0,0.5,0.0,0.1,0.5
node_8,1,0,0,1,3,1,2,0.5,0.013888888888888888,0.3950617283950617,0.45,0.1,0.5
node_9,1,0,1,1,6,2,4,0.5,0.10416666666666666,0.5925925925925926,0.47368421052631576,0.1,0.3
