,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,1,0,0,1,5,4,1,4.0,0.053240740740740734,0.3333333333333333,0.6428571428571429,0.1,0.3
node_1,1,1,0,1,6,1,5,0.2,0.14583333333333331,0.6428571428571429,0.375,0.1,0.10714285714285714
node_2,1,0,0,1,4,2,2,1.0,0.006944444444444444,0.45,0.391304347826087,0.1,0.4166666666666667
node_3,0,0,0,1,2,1,1,1.0,0.011574074074074072,0.47368421052631576,0.3,0.1,0.0
node_4,1,1,0,1,4,2,2,1.0,0.006944444444444444,0.34615384615384615,0.47368421052631576,0.1,0.7
node_5,1,1,0,1,6,4,2,2.0,0.2476851851851852,0.45,0.6428571428571429,0.1,0.46153846153846156
node_6,1,1,0,1,10,4,6,0.6666666666666666,0.5092592592592593,0.6923076923076923,0.6,0.1,0.2261904761904762
node_7,1,1,0,1,7,2,5,0.4,0.15277777777777776,0.6428571428571429,0.5,0.1,0.3684210526315789
node_8,1,1,0,0,4,3,1,3.0,0.011574074074074072,0.42857142857142855,0.5,0.1,0.4
node_9,1,1,0,1,6,4,2,2.0,0.2569444444444444,0.5294117647058824,0.5625,0.1,0.3076923076923077
