,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,1,1,0,1,4,1,3,0.3333333333333333,0.010416666666666666,0.5079365079365079,0.14814814814814814,0.1,0.1
node_1,1,1,0,0,7,2,5,0.4,0.08564814814814814,0.6464646464646464,0.2222222222222222,0.1,0.07894736842105263
node_2,1,1,0,1,8,5,3,1.6666666666666667,0.17476851851851852,0.39682539682539686,0.5925925925925926,0.1,0.09615384615384616
node_3,1,0,0,1,4,3,1,3.0,0.05208333333333333,0.2314814814814815,0.5470085470085471,0.1,0.3333333333333333
node_4,1,0,0,1,2,2,0,,0.0,0.0,0.47368421052631576,0.1,0.5
node_5,1,0,0,1,5,3,2,1.5,0.0949074074074074,0.308641975308642,0.5079365079365079,0.1,0.15
node_6,1,1,0,0,6,3,3,1.0,0.13078703703703703,0.39682539682539686,0.5470085470085471,0.1,0.17857142857142858
node_7,1,1,0,0,4,3,1,3.0,0.003472222222222222,0.25252525252525254,0.4444444444444444,0.1,0.4
node_8,0,0,0,1,2,0,2,0.0,0.0,0.39999999999999997,0.0,0.1,0.0
node_9,1,1,0,1,4,1,3,0.3333333333333333,0.003472222222222222,0.5079365079365079,0.14814814814814814,0.1,0.4
