,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,1,0,0,1,4,2,2,1.0,0.013888888888888888,0.3950617283950617,0.4183006535947712,0.08014101335941161,0.25
node_1,1,0,1,1,6,4,2,2.0,0.20138888888888887,0.4444444444444444,0.5470085470085471,0.048489176607502085,0.26666666666666666
node_2,1,1,0,1,6,3,3,1.0,0.32870370370370366,0.5079365079365079,0.5079365079365079,0.09230009817059447,0.21428571428571427
node_3,1,0,1,1,4,2,2,1.0,0.048611111111111105,0.4183006535947712,0.3950617283950617,0.083484850318606,0.25
node_4,1,0,1,1,4,3,1,3.0,0.10185185185185185,0.3386243386243386,0.5079365079365079,0.08326051287223472,0.3333333333333333
node_5,1,0,1,1,4,4,0,,0.0,0.0,0.5625,0.3509822610047345,0.25
node_6,1,0,1,1,4,1,3,0.3333333333333333,0.10185185185185185,0.47407407407407404,0.35555555555555557,0.11560625004506692,0.3333333333333333
node_7,1,1,1,0,8,3,5,0.6,0.18518518518518515,0.6464646464646464,0.47407407407407404,-0.10223139359179889,0.2222222222222222
node_8,0,0,0,1,1,0,1,0.0,0.0,0.391304347826087,0.0,0.04483339415329589,0.0
node_9,1,0,1,1,5,1,4,0.25,0.04629629629629629,0.5925925925925926,0.35555555555555557,0.2031338370603527,0.25
