,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,1,1,0,1,8,5,3,1.6666666666666667,0.12962962962962962,0.47368421052631576,0.6464646464646464,0.1,0.34615384615384615
node_1,1,1,0,1,5,2,3,0.6666666666666666,0.037037037037037035,0.5625,0.4444444444444444,0.1,0.6111111111111112
node_2,1,1,0,1,8,3,5,0.6,0.19444444444444442,0.6923076923076923,0.5079365079365079,0.1,0.37037037037037035
node_3,1,1,0,0,9,4,5,0.8,0.2893518518518518,0.6923076923076923,0.5925925925925926,0.1,0.3333333333333333
node_4,1,1,0,1,7,2,5,0.4,0.16666666666666666,0.6,0.4444444444444444,0.1,0.35
node_5,1,1,0,1,6,5,1,5.0,0.08564814814814814,0.42857142857142855,0.6464646464646464,0.1,0.5
node_6,1,0,0,1,4,2,2,1.0,0.021990740740740738,0.42857142857142855,0.4444444444444444,0.1,0.3333333333333333
node_7,1,1,0,1,5,2,3,0.6666666666666666,0.0648148148148148,0.5294117647058824,0.4183006535947712,0.1,0.5
node_8,1,0,0,1,3,3,0,,0.0,0.0,0.5,0.1,0.5
node_9,1,0,0,0,3,1,2,0.5,0.010416666666666666,0.5,0.3232323232323232,0.1,0.3333333333333333
