,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,1,0,0,1,4,3,1,3.0,0.0162037037037037,0.3950617283950617,0.5470085470085471,0.1,0.5833333333333334
node_1,1,1,1,0,9,5,4,1.25,0.1388888888888889,0.5925925925925926,0.6464646464646464,0.1,0.3235294117647059
node_2,1,1,1,1,6,3,3,1.0,0.041666666666666664,0.5079365079365079,0.5079365079365079,0.1,0.32142857142857145
node_3,1,1,0,1,7,3,4,0.75,0.19675925925925924,0.5925925925925926,0.5470085470085471,0.1,0.35
node_4,1,1,0,0,8,3,5,0.6,0.1435185185185185,0.6464646464646464,0.5470085470085471,0.1,0.23076923076923078
node_5,1,0,1,1,5,5,0,,0.0,0.0,0.6428571428571429,0.1,0.2
node_6,1,1,1,0,7,4,3,1.3333333333333333,0.07638888888888888,0.5470085470085471,0.5079365079365079,0.1,0.325
node_7,1,1,0,1,6,2,4,0.5,0.041666666666666664,0.5925925925925926,0.47407407407407404,0.1,0.39285714285714285
node_8,1,0,0,0,2,0,2,0.0,0.0,0.47368421052631576,0.0,0.1,0.5
node_9,1,0,1,1,6,2,4,0.5,0.039351851851851846,0.5925925925925926,0.4444444444444444,0.1,0.4
