,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,1,1,1,1,8,2,6,0.3333333333333333,0.14814814814814814,0.75,0.3950617283950617,0.1,0.2222222222222222
node_1,1,1,0,1,3,2,1,2.0,0.0,0.3,0.3950617283950617,0.1,0.5
node_2,1,0,0,1,4,2,2,1.0,0.10416666666666666,0.45,0.4444444444444444,0.1,0.25
node_3,1,0,1,1,3,3,0,,0.0,0.0,0.5,0.1,0.3333333333333333
node_4,1,0,1,1,4,2,2,1.0,0.21527777777777776,0.5,0.47407407407407404,0.1,0.25
node_5,1,0,1,1,6,2,4,0.5,0.15046296296296297,0.6,0.3950617283950617,0.1,0.3
node_6,1,0,1,1,5,2,3,0.6666666666666666,0.09722222222222221,0.5625,0.35555555555555557,0.1,0.35
node_7,1,1,1,1,7,4,3,1.3333333333333333,0.20601851851851852,0.6,0.5470085470085471,0.1,0.3
node_8,1,0,1,1,4,2,2,1.0,0.05555555555555555,0.5,0.4183006535947712,0.1,0.3333333333333333
node_9,1,1,0,1,6,4,2,2.0,0.2037037037037037,0.4090909090909091,0.5470085470085471,0.1,0.21428571428571427
